Date,Open,High,Low,Close,Volume
20170419,13600,15700,13600,14700,1284413
20170418,13600,13600,13300,13550,152143
20170417,13800,13850,13450,13500,176190
20170414,14200,14200,13600,13750,155963
20170413,13800,14200,13800,14100,173702
20170412,14350,14450,13100,13800,500081
20170411,14800,15050,14000,14400,244240
20170410,15600,15600,14700,14900,282896
20170407,15500,15600,15350,15450,58229
20170406,15650,15650,15400,15400,82015
20170405,15800,15900,15500,15600,92115
20170404,15650,16050,15500,15900,213359
20170403,15700,15700,15450,15650,105139
20170331,15500,15750,15450,15700,75818
20170330,15500,15600,15450,15500,49946
20170329,15500,15600,15350,15550,65973
20170328,15400,15500,15200,15450,110785
20170327,15700,15700,15400,15400,68402
20170324,15650,15700,15300,15550,70247
20170323,15350,15650,15350,15500,91926
20170322,15650,15900,15500,15550,57405
20170321,16050,16050,15400,15650,166432
20170320,16200,16200,15800,15850,100568
20170317,16200,16400,16150,16200,84498
20170316,16200,16650,16000,16300,113983
20170315,15950,17000,15950,16300,346056
20170314,16100,16150,15850,16000,62274
20170313,16100,16100,15800,16000,86930
20170310,15950,16300,15750,16050,88662
20170309,15950,16450,15850,16000,160522
20170308,15750,15900,15600,15850,60271
20170307,15400,15900,15300,15900,125574
20170306,15500,15650,15400,15400,80751
20170303,16000,16100,15600,15700,96089
20170302,16150,16350,15950,16100,126429
20170228,15600,16400,15500,16150,367363
20170227,15500,15600,15450,15550,90891
20170224,15150,15500,15100,15500,102571
20170223,15350,15350,15200,15200,74213
20170222,15500,15600,15250,15350,94559
20170221,15650,15650,15400,15450,72268
20170220,15700,15850,15500,15550,66640
20170217,15500,15700,15450,15600,57664
20170216,15800,15850,15500,15650,66929
20170215,15550,15850,15450,15800,114419
20170214,15600,15600,15300,15450,67192
20170213,15050,15600,15050,15500,124176
20170210,15400,15650,15250,15450,83876
20170209,15350,15450,15150,15350,86054
20170208,15650,15650,15250,15350,63502
20170207,15700,15750,15500,15650,63331
20170206,15250,15800,15200,15650,95888
20170203,15200,15450,15150,15250,97263
20170202,15700,15700,15350,15350,62488
20170201,15450,15850,15250,15600,113141
20170131,15150,15500,15150,15400,62063
20170126,15100,15300,15000,15250,75314
20170125,15500,15650,15000,15050,126878
20170124,15000,16100,14900,15500,203304
20170123,15600,15850,15100,15150,178832
20170120,15800,16150,15700,15700,144235
20170119,16600,16700,15900,16000,205420
20170118,16500,16750,16500,16600,55713
20170117,16500,16750,16500,16550,90402
20170116,17000,17000,16600,16650,124913
20170113,17050,17050,16800,17000,109412
20170112,16800,17150,16650,16950,205601
20170111,17150,17150,16700,16800,246203
20170110,17200,17350,17000,17100,128818
20170109,17400,17400,17200,17200,89443
20170106,17500,17500,17300,17350,110783
20170105,17450,17600,17300,17450,148807
20170104,17300,17550,17300,17400,119595
20170103,17350,17500,17250,17400,88118
20170102,17600,17650,17150,17300,142252
20161229,17750,17800,17500,17550,98053
20161228,17700,18000,17500,17800,144479
20161227,18000,18050,17600,17600,258837
